Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
P42412	IOLA_BACSU	reviewed	Malonate-semialdehyde dehydrogenase (MSA dehydrogenase) (EC 1.2.1.-) (Methylmalonate-semialdehyde dehydrogenase) (MMSA dehydrogenase) (MMSDH) (MSDH) (EC 1.2.1.27)	iolA mmsA yxdA BSU39760 E83A	Bacillus subtilis (strain 168)	487	BSU39760	E83A	iolA	mmsA yxdA	5 out of 5	inositol catabolic process [GO:0019310]; thymine catabolic process [GO:0006210]; valine catabolic process [GO:0006574]		malonate-semialdehyde dehydrogenase (acetylating, NAD+) activity [GO:0102662]; malonate-semialdehyde dehydrogenase (acetylating) activity [GO:0018478]; methylmalonate-semialdehyde dehydrogenase (acylating) activity [GO:0004491]	GO:0004491; GO:0006210; GO:0006574; GO:0018478; GO:0019310; GO:0102662	malonate-semialdehyde dehydrogenase (acetylating) activity [GO:0018478]; malonate-semialdehyde dehydrogenase (acetylating, NAD+) activity [GO:0102662]; methylmalonate-semialdehyde dehydrogenase (acylating) activity [GO:0004491]; inositol catabolic process [GO:0019310]; thymine catabolic process [GO:0006210]; valine catabolic process [GO:0006574]	AB005554;AL009126;D14399;	CAB16012;		NP_391855.1;WP_003243682.1;
P26935	IOLG_BACSU	reviewed	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase (EC 1.1.1.18) (EC 1.1.1.369) (Myo-inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase) (MI 2-dehydrogenase/DCI 3-dehydrogenase)	iolG idh BSU39700 E83G	Bacillus subtilis (strain 168)	344	BSU39700	E83G	iolG	idh	5 out of 5	inositol catabolic process [GO:0019310]		inositol 2-dehydrogenase activity [GO:0050112]; nucleotide binding [GO:0000166]	GO:0000166; GO:0019310; GO:0050112	inositol 2-dehydrogenase activity [GO:0050112]; nucleotide binding [GO:0000166]; inositol catabolic process [GO:0019310]	M76431;D14399;AY676876;AL009126;	CAB16006;		NP_391849.2;WP_003244482.1;
O05228	MRPF_BACSU	reviewed	Na(+)/H(+) antiporter subunit F (Mrp complex subunit F) (Multiple resistance and pH homeostasis protein F) (Sodium-cholate efflux protein MrpF)	mrpF yufC BSU31650	Bacillus subtilis (strain 168)	94	BSU31650		mrpF	yufC	4 out of 5	sodium ion export across plasma membrane [GO:0036376]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	sodium:proton antiporter activity [GO:0015385]	GO:0005886; GO:0015385; GO:0016021; GO:0036376	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; sodium:proton antiporter activity [GO:0015385]; sodium ion export across plasma membrane [GO:0036376]	Z93932;AL009126;	CAB15153;		NP_391043.2;WP_003228814.1;
Q9K2S2	MRPA_BACSU	reviewed	Na(+)/H(+) antiporter subunit A (Mrp complex subunit A) (Multiple resistance and pH homeostasis protein A)	mrpA ntrA shaA yufT BSU31600	Bacillus subtilis (strain 168)	801	BSU31600		mrpA	ntrA shaA yufT	4 out of 5	ATP synthesis coupled electron transport [GO:0042773]; sporulation resulting in formation of a cellular spore [GO:0030435]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]; sodium:proton antiporter activity [GO:0015385]	GO:0005886; GO:0008137; GO:0015385; GO:0016021; GO:0030435; GO:0042773	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; sodium:proton antiporter activity [GO:0015385]; ATP synthesis coupled electron transport [GO:0042773]; sporulation resulting in formation of a cellular spore [GO:0030435]	Z93937;AL009126;	CAB15149;		NP_391038.2;WP_003228821.1;
P31114	HEPS2_BACSU	reviewed	Heptaprenyl diphosphate synthase component 2 (HepPP synthase subunit 2) (EC 2.5.1.30) (Spore germination protein C3)	hepT gerC3 gerCC hepB BSU22740	Bacillus subtilis (strain 168)	348	BSU22740		hepT	gerC3 gerCC hepB	4 out of 5	isoprenoid biosynthetic process [GO:0008299]; menaquinone biosynthetic process [GO:0009234]; sporulation resulting in formation of a cellular spore [GO:0030435]		heptaprenyl diphosphate synthase activity [GO:0036422]; metal ion binding [GO:0046872]; prenyltransferase activity [GO:0004659]; transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]	GO:0004659; GO:0008299; GO:0009234; GO:0016765; GO:0030435; GO:0036422; GO:0046872	heptaprenyl diphosphate synthase activity [GO:0036422]; metal ion binding [GO:0046872]; prenyltransferase activity [GO:0004659]; transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]; isoprenoid biosynthetic process [GO:0008299]; menaquinone biosynthetic process [GO:0009234]; sporulation resulting in formation of a cellular spore [GO:0030435]	M80245;AL009126;	CAB14190;		NP_390155.1;WP_010886555.1;
O34752	LGT_BACSU	reviewed	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145) (Spore germination protein GerF)	lgt gerF BSU34990	Bacillus subtilis (strain 168)	269	BSU34990		lgt	gerF	3 out of 5	lipoprotein biosynthetic process [GO:0042158]	integral component of plasma membrane [GO:0005887]	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]	GO:0005887; GO:0008961; GO:0042158	integral component of plasma membrane [GO:0005887]; phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]; lipoprotein biosynthetic process [GO:0042158]	U63310;AF017113;AL009126;	CAB15504;		NP_391379.1;WP_003242661.1;
P19670	MURA2_BACSU	reviewed	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2 (EC 2.5.1.7) (Enoylpyruvate transferase 2) (UDP-N-acetylglucosamine enolpyruvyl transferase 2) (EPT 2)	murAB murA murZ BSU37100	Bacillus subtilis (strain 168)	429	BSU37100		murAB	murA murZ	4 out of 5	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]	cytoplasm [GO:0005737]	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760]	GO:0005737; GO:0007049; GO:0008360; GO:0008760; GO:0009252; GO:0019277; GO:0051301; GO:0071555	cytoplasm [GO:0005737]; UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]	Z49782;AL009126;M97678;	CAB15727;		NP_391591.2;WP_003227628.1;
P42435	NASD_BACSU	reviewed	Nitrite reductase [NAD(P)H] (EC 1.7.1.4)	nasD nasBC nirB BSU03300	Bacillus subtilis (strain 168)	805	BSU03300		nasD	nasBC nirB	4 out of 5	nitrate assimilation [GO:0042128]		4 iron, 4 sulfur cluster binding [GO:0051539]; flavin adenine dinucleotide binding [GO:0050660]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]; nitrite reductase NADH activity [GO:0106316]; nitrite reductase NADPH activity [GO:0106314]	GO:0020037; GO:0042128; GO:0046872; GO:0050660; GO:0050661; GO:0051539; GO:0106314; GO:0106316	4 iron, 4 sulfur cluster binding [GO:0051539]; flavin adenine dinucleotide binding [GO:0050660]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]; nitrite reductase NADH activity [GO:0106316]; nitrite reductase NADPH activity [GO:0106314]; nitrate assimilation [GO:0042128]	D30689;D50453;AL009126;	CAB12124;		NP_388212.1;WP_003234637.1;
P38033	NIFS_BACSU	reviewed	Putative cysteine desulfurase NifS (EC 2.8.1.7)	nifS iscS BSU27880	Bacillus subtilis (strain 168)	395	BSU27880		nifS	iscS	4 out of 5			cysteine desulfurase activity [GO:0031071]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	GO:0031071; GO:0046872; GO:0051536	cysteine desulfurase activity [GO:0031071]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	M98822;AL009126;	CAB14748;		NP_390666.1;WP_004398844.1;
P39605	NFRA1_BACSU	reviewed	FMN reductase (NADPH) (EC 1.5.1.38) (NADPH-dependent FMN reductase) (NADPH-dependent nitro/flavin reductase) (NADPH-dependent nitroreductase) (NADPH-dependent oxidoreductase)	nfrA1 nfrA ywcG BSU38110 ipa-43d	Bacillus subtilis (strain 168)	249	BSU38110	ipa-43d	nfrA1	nfrA ywcG	3 out of 5			FMN reductase (NADPH) activity [GO:0052873]	GO:0052873	FMN reductase (NADPH) activity [GO:0052873]	X73124;AL009126;	CAB15837;		NP_391690.1;WP_003244098.1;
P37869	ENO_BACSU	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno BSU33900	Bacillus subtilis (strain 168)	430	BSU33900		eno		5 out of 5	glycolytic process [GO:0006096]; regulation of vacuole fusion, non-autophagic [GO:0032889]; sporulation resulting in formation of a cellular spore [GO:0030435]	cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015]	magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]	GO:0000015; GO:0000287; GO:0004634; GO:0005576; GO:0006096; GO:0009986; GO:0030435; GO:0032889	cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]; regulation of vacuole fusion, non-autophagic [GO:0032889]; sporulation resulting in formation of a cellular spore [GO:0030435]	L29475;AL009126;	CAB15395;		NP_391270.1;WP_003228333.1;
O06718	GERPD_BACSU	reviewed	Probable spore germination protein GerPD	gerPD yisE BSU10690	Bacillus subtilis (strain 168)	58	BSU10690		gerPD	yisE	2 out of 5	sporulation resulting in formation of a cellular spore [GO:0030435]			GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	Y09476;AL009126;	CAB12909;		NP_388950.1;WP_003233093.1;
P42100	GLXK_BACSU	reviewed	Glycerate kinase (EC 2.7.1.31)	glxK yxaA BSU40040 S14A	Bacillus subtilis (strain 168)	382	BSU40040	S14A	glxK	yxaA	2 out of 5	organic acid phosphorylation [GO:0031388]		ATP binding [GO:0005524]; glycerate kinase activity [GO:0008887]	GO:0005524; GO:0008887; GO:0031388	ATP binding [GO:0005524]; glycerate kinase activity [GO:0008887]; organic acid phosphorylation [GO:0031388]	AB005554;AL009126;	CAB16041;		NP_391884.2;WP_003242551.1;
P54716	GLVA_BACSU	reviewed	Maltose-6'-phosphate glucosidase (EC 3.2.1.122) (6-phospho-alpha-D-glucosidase) (6-phosphoryl-O-alpha-D-glucopyranosyl:phosphoglucohydrolase)	glvA glv-1 glvG malA BSU08180	Bacillus subtilis (strain 168)	449	BSU08180		glvA	glv-1 glvG malA	5 out of 5	carbohydrate metabolic process [GO:0005975]		maltose-6'-phosphate glucosidase activity [GO:0050081]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	GO:0005975; GO:0016616; GO:0046872; GO:0050081	maltose-6'-phosphate glucosidase activity [GO:0050081]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; carbohydrate metabolic process [GO:0005975]	D50543;AL009126;	CAB12647;		NP_388699.1;WP_003244008.1;
O34677	GLNQ_BACSU	reviewed	Glutamine transport ATP-binding protein GlnQ (EC 7.4.2.-)	glnQ BSU27430	Bacillus subtilis (strain 168)	242	BSU27430		glnQ		3 out of 5		plasma membrane [GO:0005886]	ABC-type amino acid transporter activity [GO:0015424]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0005524; GO:0005886; GO:0015424; GO:0042626	plasma membrane [GO:0005886]; ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	Z69371;AL009126;	CAB14684;		NP_390620.1;WP_003246180.1;
P42235	KDGD_BACSU	reviewed	Probable 5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41) (5-keto-4-deoxy-glucarate dehydratase) (KDGDH)	ycbC BSU02460	Bacillus subtilis (strain 168)	308	BSU02460		ycbC		2 out of 5	D-glucarate catabolic process [GO:0042838]		5-dehydro-4-deoxyglucarate dehydratase activity [GO:0047448]	GO:0042838; GO:0047448	5-dehydro-4-deoxyglucarate dehydratase activity [GO:0047448]; D-glucarate catabolic process [GO:0042838]	D30808;AL009126;	CAB12040;		NP_388128.2;WP_003246372.1;
P96589	KIMA_BACSU	reviewed	Potassium transporter KimA (K(+) importer A)	kimA ydaO BSU04320	Bacillus subtilis (strain 168)	607	BSU04320		kimA	ydaO	3 out of 5	potassium ion transport [GO:0006813]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0006813; GO:0016021; GO:0022857	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; potassium ion transport [GO:0006813]	AB001488;AL009126;	CAB12239;		NP_388313.1;WP_003246693.1;
O31663	MTNK_BACSU	reviewed	Methylthioribose kinase (MTR kinase) (EC 2.7.1.100)	mtnK ykrT BSU13560	Bacillus subtilis (strain 168)	397	BSU13560		mtnK	ykrT	4 out of 5	L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]		ATP binding [GO:0005524]; S-methyl-5-thioribose kinase activity [GO:0046522]	GO:0005524; GO:0019284; GO:0019509; GO:0046522	ATP binding [GO:0005524]; S-methyl-5-thioribose kinase activity [GO:0046522]; L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]	AL009126;	CAB13229;		NP_389239.1;WP_003244973.1;
P19466	MTRB_BACSU	reviewed	Transcription attenuation protein MtrB (Trp RNA-binding attenuation protein) (TRAP) (Tryptophan RNA-binding attenuator protein)	mtrB BSU22770	Bacillus subtilis (strain 168)	75	BSU22770		mtrB		3 out of 5	DNA-templated transcription, termination [GO:0006353]; negative regulation of translational initiation [GO:0045947]; positive regulation of DNA-templated transcription, termination [GO:0060566]		RNA binding [GO:0003723]	GO:0003723; GO:0006353; GO:0045947; GO:0060566	RNA binding [GO:0003723]; DNA-templated transcription, termination [GO:0006353]; negative regulation of translational initiation [GO:0045947]; positive regulation of DNA-templated transcription, termination [GO:0060566]	M37320;M80245;AL009126;	CAB14193;		NP_390158.1;WP_003230576.1;
O07564	NTDC_BACSU	reviewed	Glucose-6-phosphate 3-dehydrogenase (EC 1.1.1.361)	ntdC yhjJ BSU10530	Bacillus subtilis (strain 168)	350	BSU10530		ntdC	yhjJ	3 out of 5	antibiotic biosynthetic process [GO:0017000]		glucose-6-phosphate 3-dehydrogenase activity [GO:0103074]; nucleotide binding [GO:0000166]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	GO:0000166; GO:0016616; GO:0017000; GO:0103074	glucose-6-phosphate 3-dehydrogenase activity [GO:0103074]; nucleotide binding [GO:0000166]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; antibiotic biosynthetic process [GO:0017000]	Y14081;AL009126;	CAB12893;		NP_388934.2;WP_003244701.1;
P25148	GSPA_BACSU	reviewed	General stress protein A	gspA ywaG BSU38430 ipa-12d	Bacillus subtilis (strain 168)	286	BSU38430	ipa-12d	gspA	ywaG	2 out of 5			metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; transferase activity, transferring glycosyl groups [GO:0016757]	GO:0000166; GO:0016757; GO:0046872	metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; transferase activity, transferring glycosyl groups [GO:0016757]	X52480;X73124;AL009126;M29333;	CAB15869;		NP_391722.1;WP_003242748.1;
P10943	HUTP_BACSU	reviewed	Hut operon positive regulatory protein	hutP BSU39340	Bacillus subtilis (strain 168)	148	BSU39340		hutP		5 out of 5	histidine metabolic process [GO:0006547]; positive regulation of gene expression [GO:0010628]		mRNA binding [GO:0003729]	GO:0003729; GO:0006547; GO:0010628	mRNA binding [GO:0003729]; histidine metabolic process [GO:0006547]; positive regulation of gene expression [GO:0010628]	M20659;D31856;AL009126;	CAB15970;		NP_391813.1;WP_003243875.1;
P42418	IOLH_BACSU	reviewed	Protein IolH	iolH yxdG BSU39690 B65A	Bacillus subtilis (strain 168)	289	BSU39690	B65A	iolH	yxdG	1 out of 5						D14399;AL009126;	CAB16005;		NP_391848.1;WP_003243149.1;
P42236	KGSDH_BACSU	reviewed	Alpha-ketoglutaric semialdehyde dehydrogenase (alphaKGSA dehydrogenase) (EC 1.2.1.26) (2,5-dioxovalerate dehydrogenase)	gucD ycbD BSU02470	Bacillus subtilis (strain 168)	488	BSU02470		gucD	ycbD	5 out of 5			2,5-dioxovalerate dehydrogenase (NADP+) activity [GO:0047533]	GO:0047533	2,5-dioxovalerate dehydrogenase (NADP+) activity [GO:0047533]	D30808;AL009126;	CAB12041;		NP_388129.1;WP_003246263.1;
P38493	KCY_BACSU	reviewed	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	cmk jofC ypfC BSU22890	Bacillus subtilis (strain 168)	224	BSU22890		cmk	jofC ypfC	3 out of 5	nucleobase-containing small molecule interconversion [GO:0015949]; pyrimidine nucleotide metabolic process [GO:0006220]	cytosol [GO:0005829]	ATP binding [GO:0005524]; CMP kinase activity [GO:0036430]; cytidylate kinase activity [GO:0004127]; dCMP kinase activity [GO:0036431]	GO:0004127; GO:0005524; GO:0005829; GO:0006220; GO:0015949; GO:0036430; GO:0036431	cytosol [GO:0005829]; ATP binding [GO:0005524]; CMP kinase activity [GO:0036430]; cytidylate kinase activity [GO:0004127]; dCMP kinase activity [GO:0036431]; nucleobase-containing small molecule interconversion [GO:0015949]; pyrimidine nucleotide metabolic process [GO:0006220]	U11687;L47648;AL009126;	CAB14205;		NP_390170.1;WP_003230555.1;
P54550	NAMA_BACSU	reviewed	NADPH dehydrogenase (EC 1.6.99.1) (Xenobiotic reductase)	namA yqjM BSU23820	Bacillus subtilis (strain 168)	338	BSU23820		namA	yqjM	5 out of 5	response to toxic substance [GO:0009636]		FMN binding [GO:0010181]; NADP binding [GO:0050661]; NADPH dehydrogenase activity [GO:0003959]; pentaerythritol trinitrate reductase activity [GO:0018548]	GO:0003959; GO:0009636; GO:0010181; GO:0018548; GO:0050661	FMN binding [GO:0010181]; NADP binding [GO:0050661]; NADPH dehydrogenase activity [GO:0003959]; pentaerythritol trinitrate reductase activity [GO:0018548]; response to toxic substance [GO:0009636]	D84432;AL009126;	CAB14314;		NP_390263.1;WP_003230377.1;
O34364	O16G2_BACSU	reviewed	Probable oligo-1,6-glucosidase 2 (EC 3.2.1.10) (Oligosaccharide alpha-1,6-glucosidase 2) (Sucrase-isomaltase 2) (Isomaltase 2)	ycdG BSU02840	Bacillus subtilis (strain 168)	561	BSU02840		ycdG		3 out of 5	oligosaccharide catabolic process [GO:0009313]	cytoplasm [GO:0005737]	alpha-amylase activity [GO:0004556]; oligo-1,6-glucosidase activity [GO:0004574]	GO:0004556; GO:0004574; GO:0005737; GO:0009313	cytoplasm [GO:0005737]; alpha-amylase activity [GO:0004556]; oligo-1,6-glucosidase activity [GO:0004574]; oligosaccharide catabolic process [GO:0009313]	AB000617;AL009126;	CAB12078;		NP_388166.1;WP_003234736.1;
P39740	FLIT_BACSU	reviewed	Flagellar protein FliT	fliT BSU35320	Bacillus subtilis (strain 168)	113	BSU35320		fliT		2 out of 5	bacterial-type flagellum organization [GO:0044781]	cytosol [GO:0005829]		GO:0005829; GO:0044781	cytosol [GO:0005829]; bacterial-type flagellum organization [GO:0044781]	Z31376;U56901;AL009126;	CAB15549;		NP_391412.1;WP_003242603.1;
O05268	FENR2_BACSU	reviewed	Ferredoxin--NADP reductase 2 (FNR 2) (Fd-NADP(+) reductase 2) (EC 1.18.1.2)	yumC BSU32110	Bacillus subtilis (strain 168)	332	BSU32110		yumC		3 out of 5			ferredoxin-NADP+ reductase activity [GO:0004324]; flavin adenine dinucleotide binding [GO:0050660]; NADP binding [GO:0050661]	GO:0004324; GO:0050660; GO:0050661	ferredoxin-NADP+ reductase activity [GO:0004324]; flavin adenine dinucleotide binding [GO:0050660]; NADP binding [GO:0050661]	Z93939;AL009126;	CAB15201;		NP_391091.2;WP_003220618.1;
